Route_No,Comments_1,Shape_Leng,cdo,twoway,sruface_ch,bollardpro,temporary,mandatory,width,surface_ch,buslane,OBJECTID,datasource,classifica,classifi_1,cyclelane,shareduse,segregated,trafficfre,signedrout,oneside,twoway_sin,oneplus,review,difference,gid,MERGE_SRC,Shape_Le_1
33-2,,43.29813401740,SegregatedCycleLane,"0","0","0","0","0",1.40000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,43.29813401740
33-3,,40.91994287100,CycleLane,"0","0","0","0","0",1.40000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,40.91994287100
33-4,,42.22256801010,SegregatedCycleLane,"0","0","1","0","1",1.60000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,42.22256801010
34-1,,82.26653302010,CycleLane,"0","0","0","0","0",1.40000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,82.26653302010
34-2,,91.24543698270,CycleLane,"0","0","0","0","0",1.40000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,91.24543698270
34-3,,32.38581338770,CycleLane,"0","0","0","0","0",1.40000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,32.38581338770
34-4,,35.00542164590,CycleLane,"0","0","0","0","0",1.40000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,35.00542164590
36-1,,128.76859100600,CycleLane,"0","0","0","0","0",1.40000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,128.76859100600
36-2,,45.20636743200,SharedUse,"0","1","0","0","1",1.40000000000,"1","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,45.20636743200
36-3,,62.29873428790,CycleLane,"0","0","0","0","0",1.40000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,62.29873428790
36-4,,88.98639220230,SharedUse,"0","1","0","0","1",1.40000000000,"1","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,88.98639220230
36-5,,104.65574582300,SegregatedCycleLane,"0","0","1","0","0",1.40000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,104.65574582300
36-6,,90.43567888880,SharedUse,"0","1","0","0","1",1.40000000000,"1","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,90.43567888880
36-7,,189.06967983200,CycleLane,"0","0","0","0","0",1.40000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,189.06967983200
36-8,,136.37452074800,CycleLane,"0","0","0","0","0",1.40000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,136.37452074800
36-9,,51.44841690650,SegregatedCycleLane,"0","0","0","0","1",1.40000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,51.44841690650
37-1,,33.96062066850,SegregatedCycleLane,"0","0","1","0","1",1.20000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,33.96062066850
37-2,,45.21836985470,CycleLane,"0","0","0","0","0",1.20000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,45.21836985470
38-1,,117.86705762700,CycleLane,"0","0","0","0","1",1.50000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,117.86705762700
38-2,,123.26385693900,SegregatedCycleLane,"0","0","1","0","1",1.30000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,123.26385693900
39-1,,40.27448896900,SegregatedCycleLane,"0","0","1","0","0",1.60000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,40.27448896900
39-2,,41.71786560390,SegregatedCycleLane,"0","0","1","0","1",1.50000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,41.71786560390
39-3,,33.45278574030,SegregatedCycleLane,"0","0","1","0","1",1.20000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,33.45278574030
39-4,,53.35099782110,SegregatedCycleLane,"0","0","1","0","0",1.80000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,53.35099782110
4-1,,726.38320356300,CycleLane,"0","0","0","0","1",1.70000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,726.38320356300
4-2,,174.19331687300,CycleLane,"0","0","1","1","1",1.70000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,174.19331687300
4-3,,174.17775071500,CycleLane,"0","0","0","0","1",1.70000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,174.17775071500
4-5,,534.80591471200,CycleLane,"0","0","0","0","1",1.70000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,534.80591471200
40-1,,94.64551433110,SegregatedCycleLane,"0","0","1","0","0",1.40000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,94.64551433110
40-2,,40.13595508800,SegregatedCycleLane,"0","0","1","0","0",1.60000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,40.13595508800
40-3,,53.40448509500,SegregatedCycleLane,"0","0","1","0","0",1.50000000000,"0","1","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,53.40448509500
41-1,,47.84348697210,SegregatedCycleLane,"0","0","1","0","1",1.40000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,47.84348697210
41-2,,33.86628723800,SegregatedCycleLane,"0","0","1","0","1",1.40000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,33.86628723800
42-1,,83.66133082890,SegregatedCycleLane,"0","0","1","0","1",1.20000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,83.66133082890
42-2,,78.55671738320,SegregatedCycleLane,"0","0","1","0","0",1.40000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,78.55671738320
43-1,,46.77192903270,SegregatedCycleLane,"0","0","1","0","0",1.40000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,46.77192903270
43-2,,54.20356380860,CycleLane,"0","0","0","0","0",1.20000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,54.20356380860
44-1,,22.61198028100,SharedUse,"0","0","1","0","1",1.30000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,22.61198028100
45-1,,108.10986283700,CycleLane,"0","0","0","0","0",1.60000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,108.10986283700
45-2,,106.65429179700,CycleLane,"0","0","0","0","0",1.60000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,106.65429179700
46-2,,909.72948380000,SegregatedCycleLane,"1","0","0","0","1",2.70000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,909.72948380000
46-3,,42.52682715030,SegregatedCycleLane,"0","0","1","0","1",2.70000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,42.52682715030
47-1,,422.35332190600,SegregatedCycleLane,"0","0","1","0","1",1.50000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,422.35332190600
48-1,,158.18578097900,CycleLane,"0","0","0","0","0",1.40000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,158.18578097900
48-3,,42.10827857170,CycleLane,"0","0","0","0","0",1.20000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,42.10827857170
48-5,,922.40227274200,CycleLane,"0","0","0","0","1",1.20000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,922.40227274200
48-6,,199.47923660300,CycleLane,"0","0","0","0","0",1.20000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,199.47923660300
49-2,,959.04270077900,CycleLane,"0","0","0","0","0",1.60000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,959.04270077900
49-7,,886.45936783900,CycleLane,"0","0","0","0","0",1.70000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,886.45936783900
49-5,,431.19113611100,CycleLane,"0","0","0","0","1",2.00000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,431.19113611100
49-4,,449.95268042100,CycleLane,"0","0","0","0","0",1.90000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,449.95268042100
5-1,,265.12814048900,SegregatedCycleLane,"0","0","1","0","1",1.10000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,265.12814048900
5-2,Bus lane on opposite side of road,367.15061215500,CycleLane,"0","0","0","0","1",1.10000000000,"0","1","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,367.15061215500
5-3,Bus lane on opposite side of road,199.57870316100,CycleLane,"0","0","0","0","0",1.10000000000,"0","1","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,199.57870316100
5-4,,186.61719220600,SegregatedCycleLane,"0","0","1","0","1",1.70000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,186.61719220600
5-5,,171.38090520900,BusLane,"0","0","0","0","0",0.00000000000,"0","1","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,171.38090520900
5-6,,254.20878222800,SegregatedCycleLane,"0","0","1","0","0",1.40000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,254.20878222800
5-7,,88.99884316280,BusLane,"0","0","0","0","0",0.00000000000,"0","1","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,88.99884316280
5-8,,150.32513942800,SegregatedCycleLane,"0","0","1","0","0",1.40000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,150.32513942800
51-2,,122.34483975600,CycleLane,"0","0","0","0","0",1.40000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,122.34483975600
51-3,,115.71860908300,CycleLane,"0","0","0","0","0",1.40000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,115.71860908300
51-5,,331.42460413700,SegregatedCycleLane,"0","0","0","0","1",1.50000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,331.42460413700
52-1,,499.78710787400,SegregatedCycleLane,"0","0","0","0","1",1.60000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,499.78710787400
53-2,,897.42947485900,CycleLane,"0","0","0","0","1",1.50000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,897.42947485900
53-3,,75.31670867910,CycleLane,"0","0","0","0","1",1.50000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,75.31670867910
53-4,,244.67089600500,SegregatedCycleLane,"0","0","1","0","1",1.50000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,244.67089600500
53-5,,571.12948410400,CycleLane,"0","0","0","0","1",1.50000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,571.12948410400
53-6,,56.30291300850,SharedUse,"0","1","0","0","0",1.50000000000,"1","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,56.30291300850
54-1,,565.36985225500,CycleLane,"0","0","0","0","0",1.20000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,565.36985225500
54-2,,191.60540875300,BusLane,"0","0","0","0","0",0.00000000000,"0","1","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,191.60540875300
54-3,,93.85162783220,CycleLane,"0","0","0","0","0",1.20000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,93.85162783220
54-4,,120.94029482800,SegregatedCycleLane,"0","0","1","0","1",1.20000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,120.94029482800
54-5,,340.57795733500,SegregatedCycleLane,"0","0","0","0","1",1.20000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,340.57795733500
54-6,,207.39866543300,SegregatedCycleLane,"0","0","0","0","1",1.20000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,207.39866543300
54-7,,113.21263671800,BusLane,"0","0","0","0","0",0.00000000000,"0","1","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,113.21263671800
54-8,,170.64535329600,SegregatedCycleLane,"0","0","1","0","1",1.20000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,170.64535329600
54-9,,814.48631508300,CycleLane,"0","0","0","0","0",1.20000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,814.48631508300
55-2,,449.58319109700,CycleLane,"0","0","0","0","0",1.20000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,449.58319109700
55-3,,162.30100320300,CycleLane,"0","0","0","0","1",1.20000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,162.30100320300
55-4,,402.68356514000,CycleLane,"0","0","0","0","0",1.20000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,402.68356514000
55-5,,65.06994052130,SegregatedCycleLane,"0","0","1","0","1",1.20000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,65.06994052130
55-6,,374.62290462100,CycleLane,"1","0","0","0","1",1.20000000000,"0","1","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,374.62290462100
55-7,,152.75208105100,SegregatedCycleLane,"0","0","1","0","1",1.50000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,152.75208105100
55-9,,414.92715661100,CycleLane,"0","0","0","0","0",1.50000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,414.92715661100
55-10,,157.84304492900,CycleLane,"0","0","0","0","1",1.50000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,157.84304492900
55-11,,505.31531689400,CycleLane,"0","0","0","0","0",1.50000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,505.31531689400
55-8,,280.82971582000,CycleLane,"0","0","0","0","1",1.50000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,280.82971582000
57-1,,683.51399906100,CycleLane,"0","0","0","0","1",1.30000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,683.51399906100
57-2,,322.51501166600,SegregatedCycleLane,"0","0","1","0","1",1.30000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,322.51501166600
57-3,,327.22885188400,SegregatedCycleLane,"0","0","1","0","0",1.20000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,327.22885188400
57-4,,691.41399975000,CycleLane,"0","0","0","0","1",1.20000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,691.41399975000
58-1,,717.70965723400,SegregatedCycleLane,"0","0","1","0","1",1.20000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,717.70965723400
58-2,,186.14245612000,CycleLane,"0","0","0","0","1",1.20000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,186.14245612000
58-3,,103.78159837100,SegregatedCycleLane,"0","0","1","0","1",1.20000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,103.78159837100
58-4,,169.55530809800,CycleLane,"0","0","0","0","1",1.20000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,169.55530809800
58-5,,99.32556826140,CycleLane,"0","0","0","0","1",1.20000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,99.32556826140
58-6,,1058.79153431000,SegregatedCycleLane,"0","0","1","0","1",1.20000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,1058.79153431000
59-1,,1227.48424935000,TrafficFree,"1","1","0","0","1",2.40000000000,"1","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,1227.48424935000
61-1,,110.02728013100,TrafficFree,"0","0","0","0","0",2.20000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,110.02728013100
61-2,,1410.50851277000,TrafficFree,"0","0","0","0","0",4.20000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,1410.50851277000
62-1,,1505.41309168000,TrafficFree,"1","0","0","0","0",4.00000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,1505.41309168000
63-1,,1134.51272523000,TrafficFree,"1","0","0","0","0",3.00000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,1134.51272523000
64-2,,1475.27453219000,TrafficFree,"1","0","0","0","0",2.70000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,1475.27453219000
64-1,,258.72354735800,TrafficFree,"1","0","0","0","0",3.70000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,258.72354735800
65-1,,469.96210966100,TrafficFree,"1","0","0","0","0",2.70000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,469.96210966100
66-1,,1658.04532446000,TrafficFree,"1","0","0","0","0",4.00000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,1658.04532446000
67-1,,164.65677989300,TrafficFree,"1","0","0","0","0",3.20000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,164.65677989300
67-2,,63.83742930860,TrafficFree,"1","0","0","0","0",2.10000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,63.83742930860
67-3,,63.96787237970,TrafficFree,"1","0","0","0","0",2.40000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,63.96787237970
68-2,,124.27428391100,SegregatedCycleLane,"0","0","1","0","1",1.70000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,124.27428391100
68-4,,1290.13457895000,SegregatedCycleLane,"0","0","1","0","1",1.70000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,1290.13457895000
68-5,,166.82935644200,CycleLane,"0","0","0","0","1",1.70000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,166.82935644200
68-1,,1669.93371332000,SegregatedCycleLane,"0","0","1","0","1",1.70000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,1669.93371332000
7-1,,60.44825179010,SegregatedCycleLane,"0","0","1","0","0",1.20000000000,"0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,60.44825179010
7-2,,35.41637313490,SegregatedCycleLane,"0","0","1","0","0",1.30000000000,"1","1","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,35.41637313490
7-3,,29.76061803710,CycleLane,"0","0","0","0","0",1.30000000000,"0","1","0",,,,"0","0","0","0","0","0","0","0","0","0","0",Dublin_BikeLife_210813_Jacobs,29.76061803710
